code,name,confidence
X01E32,FlaggerSymbol,high
X01E38,BarricadeStripes,high
X01F01,InterstateShield20,high
X01F02,InterstateShield123,high
X01F03,BusinessLoopShield70,high
X01F04,USRouteShield40Black,high
X01F05,USRouteShield789Black,high
X01F06,USRouteShield40,high
X01F07,USRouteShield789,high
X01F08,CountyRouteShield16,high
X01F09,StateRouteCircle50,high
X01F10,NationalForestRoute13,high
X01F11,JunctionPlaque,high
X01F12,JunctionPlaqueBlue,high
X01F13,JunctionSignGreen,high
X01F14,CardinalNorth,high
X01F15,CardinalEast,high
X01F16,CardinalSouth,high
X01F17,CardinalWest,high
X01F18,CardinalNorthBlue,high
X01F19,CardinalEastBlue,high
X01F20,CardinalSouthBlue,high
X01F21,CardinalWestBlue,high
X01F22,Alternate,high
X01F23,Alt,high
X01F24,Bypass,high
X01F25,Business,high
X01F26,DetourRight,high
X01F27,DetourLeft,high
X01F28,DetourArrowLeft,high
X01F29,DetourArrowRight,high
X01F30,TurnArrowLeft,high
X01F31,TurnArrowRight,high
X01F32,ArrowRightPlaque,high
X01F33,ArrowLeftPlaque,high
X01F34,ArrowUpPlaque,high
