code,name,confidence
X05B01,LockerDark,high
X05B02,SmokingDark,high
X05B03,FireExtinguisherDark,high
X05B04,TaxiDark,high
X05B05,BusDark,high
X05B06,CarFerryDark,high
X05B07,Locker,high
X05B08,Smoking,high
X05B09,FireExtinguisher,high
X05B10,Taxi,high
X05B11,Bus,high
X05B12,CarFerry,high
X05B13,CarRentalDark,high
X05B14,BicycleDark,high
X05B15,MotorcycleDark,high
X05B16,ParkingDark,high
X05B17,MailDark,high
X05B18,RecyclingDark,high
X05B19,CarRental,high
X05B20,Bicycle,high
X05B21,Motorcycle,high
X05B22,Parking,high
X05B23,Mail,high
X05B24,Recycling,high
X05B25,PorterDark,high
X05B26,AccessibleRampDark,high
X05B27,TramDark,high
X05B28,TrainDark,high
X05B29,SubwayDark,high
X05B30,EmergencyRefugeDark,medium
X05B31,Porter,high
X05B32,AccessibleRamp,high
X05B33,Tram,high
X05B34,Train,high
X05B35,Subway,high
X05B36,EmergencyRefuge,medium
