code,name,confidence
X06H16,Slab,low
X06H17,Box3D,high
X06H18,SlabWithTab,low
X06H19,WavySheet,low
X06H20,CircleWithTail,low
X06H21,Cylinder,high
X06H22,CylinderStacked,medium
X06H23,SquareLayered,low
X06H24,BulletShape,low
X06H25,SingleLine,medium
X06H26,DoubleLine,medium
X06H27,LightningLine,medium
X06H28,Circle,high
X06H29,Capsule,high
X06H30,BracketDashed,low
X06I01,HeadlightLowBeam,high
X06I02,HeadlightHighBeam,high
X06I03,ArrowsLeftRight,high
X06I04,HazardWarningTriangle,high
X06I05,WindshieldWiper,high
X06I06,WindshieldWiperWasher,high
X06I07,WindshieldWasher,medium
X06I08,Fan,high
X06I09,ParkingLight,medium
X06I10,CarHoodOpen,high
X06I11,CarTrunkOpen,high
X06I12,RearWiperWasher,medium
X06I13,Horn,high
X06I14,FuelPump,high
X06I15,CoolantTemperature,high
X06I16,Battery,high
X06I17,OilCan,high
X06I18,SeatBelt,high
X06I19,HandWash,medium
X06I20,DoNotWash,high
X06I21,WashTemp95,high
