code,name,confidence
X06A01,Monitor,high
X06A02,Keyboard,high
X06A03,Printer,high
X06A04,Mouse,high
X06A05,Joystick,high
X06A06,OpticalDrive,low
X06A07,TapeDrive,low
X06A08,DiskDrive,medium
X06A09,FloppyDisk35,high
X06A10,FloppyDisk35Alt,high
X06A11,DiskInsertDrive,medium
X06A12,FloppyDisk525,high
X06A13,DiskEject,medium
X06A14,DiskInsert,medium
X06A15,FloppyDisk525Alt,high
X06A16,DiskStorage,medium
X06A17,HardDisk,low
X06A18,Cartridge,low
X06A19,CartridgeEject,low
X06A20,CartridgeInsert,low
X06A21,Locked,high
X06A22,Unlocked,high
X06A23,LinkChain,medium
X06A24,MoveFourWay,high
X06A25,PulseSignal,medium
X06A26,LineSpacing,low
X06A27,Mail,high
X06A28,MailOut,medium
X06A29,MailIn,medium
X06A30,Table,low
X06A31,TextAlign,low
X06A32,Input,medium
X06A33,Output,medium
X06A34,CircuitDiagramA,low
X06A35,CircuitDiagramB,low
X06A36,CircuitLoop,low
