code,name,confidence
X03F17,PointOfInterestDark,low
X03F18,FireExtinguisherDark,high
X03F19,PetsOnLeash,high
X03F20,Bus,high
X03F21,Observation,high
X03F22,Campfire,high
X03F23,PointOfInterest,low
X03F24,FireExtinguisher,high
X03F25,ElectricalHookupDark,high
X03F26,AlcoholDark,high
X03F27,BeveragesDark,high
X03F28,SnackBarDark,high
X03F29,RadioDark,high
X03F30,StrollerDark,high
X03F31,ElectricalHookup,high
X03F32,Alcohol,high
X03F33,Beverages,high
X03F34,SnackBar,high
X03F35,Radio,high
X03F36,Stroller,high
X03G01,LodgingDark,high
X03G02,RestaurantDark,high
X03G03,RestroomMenDark,high
X03G04,RestroomsDark,high
X03G05,RestroomWomenDark,high
X03G06,AccessibleDark,high
X03G07,Lodging,high
X03G08,Restaurant,high
X03G09,RestroomMen,high
X03G10,Restrooms,high
X03G11,RestroomWomen,high
X03G12,Accessible,high
X03G13,ParkingDark,high
X03G14,CampingShelterDark,high
X03G15,TentCampingDark,high
X03G16,TrailerCampingDark,high
