code,name,confidence
X01D35,LeftLaneEnds,high
X01D37,RailroadAdvanceWarning,high
X01D38,RailroadCrossingCrossroad,medium
X01D39,RailroadCrossingSideRoad,medium
X01D40,RailroadCrossingTIntersection,medium
X01E01,BicycleCrossing,high
X01E02,PedestrianCrossing,high
X01E03,DeerCrossing,high
X01E04,CattleCrossing,high
X01E05,KangarooCrossing,high
X01E06,FarmMachinery,high
X01E07,EquestrianCrossing,high
X01E08,FireStation,high
X01E09,SnowmobileCrossing,high
X01E10,AccessibleCrossing,high
X01E11,TruckCrossing,high
X01E12,PedestrianCrosswalk,high
X01E13,DoubleArrowDown,medium
X01E14,LowClearance12Ft6In,high
X01E15,AdvisorySpeed35,high
X01E16,ExitSpeed25,high
X01E17,DeadEnd,high
X01E18,NoOutlet,high
X01E19,NoPassingZone,high
X01E20,PlaygroundSeesaw,high
X01E21,RoadConstruction500Ft,high
X01E22,Detour1000Ft,high
X01E23,RoadClosedConstruction,high
X01E24,Distance500Feet,high
X01E25,EndBlastingZone,high
X01E26,MenWorking,high
X01E27,ShoulderWork,high
X01E28,SurveyCrew,high
X01E29,BlastingZone500Ft,high
X01E30,BlastingZone1000Ft,high
X01E31,WorkerSymbol,high
