code,name,confidence
X05A01,ExitDark,high
X05A02,InformationDark,high
X05A03,AccessibleDark,high
X05A04,EscalatorDark,high
X05A05,StairsUpDark,high
X05A06,StairsDownDark,high
X05A07,Exit,high
X05A08,Information,high
X05A09,Accessible,high
X05A10,Escalator,high
X05A11,StairsUp,high
X05A12,StairsDown,high
X05A13,ElevatorAccessibleDark,high
X05A14,RestroomMenDark,high
X05A15,RestroomWomenDark,high
X05A16,RestroomsDark,high
X05A17,DrinkingFountainDark,high
X05A18,LitterDark,high
X05A19,ElevatorAccessible,high
X05A20,RestroomMen,high
X05A21,RestroomWomen,high
X05A22,Restrooms,high
X05A23,DrinkingFountain,high
X05A24,Litter,high
X05A25,TelephoneDark,high
X05A26,TextTelephoneDark,high
X05A27,TelephoneAmplifiedDark,high
X05A28,HearingLoopDark,high
X05A29,FirstAidDark,high
X05A30,LostAndFoundDark,high
X05A31,Telephone,high
X05A32,TextTelephone,high
X05A33,TelephoneAmplified,high
X05A34,HearingLoop,high
X05A35,FirstAid,high
X05A36,LostAndFound,high
