code,name,confidence
X06F14,Duplex2Pass,low
X06F15,Duplex3Pass,low
X06F16,CopyStack,low
X06F17,Ribbon,low
X06F18,PaperClip,high
X06F19,TonerHopper,low
X06F20,HumidityPercent,high
X06F21,AccentCharacter,high
X06F22,CrossX,high
X06F23,Key,high
X06F24,Wrench,high
X06F25,MinusBar,high
X06F26,Plus,high
X06F27,Multiply,high
X06F28,Divide,high
X06F29,Equals,high
X06F30,Asterisk,high
X06F31,SquareRoot,high
X06F32,Diamond,high
X06F33,Hash,high
X06G01,CopyrightC,high
X06G02,RegisteredR,high
X06G03,TrademarkTM,high
X06G04,InformationI,high
X06G05,LetterI,high
X06G06,Recycling,high
X06G07,LetterC,high
X06G08,LetterR,high
X06G09,ProhibitedBlank,high
X06G10,OKLightning,low
X06G11,OK,high
X06G12,AccessibleOutline,high
X06G13,NotForDomesticUse,medium
X06G14,WarningExclamation,high
X06G15,ESDSensitive,high
X06G16,LightningBolt,high
