code,name,confidence
X03D09,RangerStation,high
X03D10,GroceryStore,high
X03D11,FirstAid,high
X03D12,Telephone,high
X03D13,MailDark,high
X03D14,MechanicDark,high
X03D15,AirportDark,high
X03D16,LockerDark,high
X03D17,GasStationDark,high
X03D18,FerryDark,high
X03D19,Mail,high
X03D20,Mechanic,high
X03D21,Airport,high
X03D22,Locker,high
X03D23,GasStation,high
X03D24,Ferry,high
X03D25,ShowersDark,high
X03D26,PicnicShelterDark,high
X03D27,SanitaryDisposalDark,high
X03D28,ShelterDark,high
X03D29,PicnicAreaDark,high
X03D30,KennelDark,medium
X03D31,Showers,high
X03D32,PicnicShelter,high
X03D33,SanitaryDisposal,high
X03D34,Shelter,high
X03D35,PicnicArea,high
X03D36,Kennel,medium
X03E01,AerialTramwayDark,high
X03E02,StableDark,medium
X03E03,LaundryDark,high
X03E04,LitterDark,high
X03E05,RefuseCollectionDark,medium
X03E06,ViewingShelterDark,medium
X03E07,AerialTramway,high
X03E08,Stable,medium
