code,name,confidence
X01B37,NoHitchhikingSymbol,high
X01B38,UseCrosswalk,high
X01B39,YieldToPedestrians,high
X01B40,PushButtonForGreenLight,high
X01B41,CrossOnlyOnSignal,high
X01B42,YieldToPedestriansInCrosswalk,high
X01C01,StopHereOnRed,high
X01C02,DoNotBlockIntersection,high
X01C03,LeftTurnSignal,high
X01C04,RightTurnSignal,high
X01C05,NoTurnOnRed,high
X01C06,KeepOffMedian,high
X01C07,RailroadCrossbuck,high
X01C08,RoadClosed,high
X01C09,RoadClosedToThruTraffic,high
X01C10,WeightLimit10Tons,high
X01C11,WeightLimitByAxle,high
X01C13,TruckRoute,high
X01C14,CleanUpAfterYourDog,high
X01C15,NoParkingStreetCleaning,medium
X01C16,TurnRight,high
X01C17,TurnLeft,high
X01C18,CurveRight,high
X01C19,CurveLeft,high
X01C20,ReverseTurnRight,medium
X01C21,ReverseTurnLeft,medium
X01C22,ReverseCurveRight,medium
X01C23,ReverseCurveLeft,medium
X01C24,WindingRoadRight,medium
X01C25,WindingRoadLeft,medium
X01C26,ArrowRight,high
X01C27,ArrowLeft,high
X01C28,ArrowTwoWay,high
X01C29,ChevronRight,high
X01C30,ChevronLeft,high
X01C31,CrossRoad,high
